exp_id,num_clients,distribution,dist_label,dirichlet_alpha,aggregator,regularization,optimizer,div_group,final_global_val,best_global_val,final_local_train,final_local_val,mean_grad_div,final_grad_div,baseline_final_val,fl_vs_baseline,total_min,clients
c4_dirichlet2.0_fedavg_fedprox_sgd,4,dirichlet,dirichlet α=2.0,2.0,fedavg,fedprox,sgd,"sgd, fedprox",5.571070504188538,5.571070504188538,5.617543752193451,5.609757912158966,0.17358618825674058,0.30654728412628174,5.392607641220093,0.17846286296844482,6.633080387115479,4 clients
c4_dirichlet2.0_fedavg_none_adam,4,dirichlet,dirichlet α=2.0,2.0,fedavg,none,adam,"adam(w), none",4.446316432952881,4.446316432952881,4.487705998420715,4.502630198001862,0.24613424018025398,0.38023456931114197,4.188895034790039,0.25742139816284215,7.10018158753713,4 clients
c4_dirichlet2.0_fedavg_none_adamw,4,dirichlet,dirichlet α=2.0,2.0,fedavg,none,adamw,"adam(w), none",4.441119146347046,4.441119146347046,4.484255728721619,4.496568089723587,0.23122771680355073,0.35586443543434143,4.18011245727539,0.2610066890716558,6.839885075887044,4 clients
c4_dirichlet2.0_fedavg_none_sgd,4,dirichlet,dirichlet α=2.0,2.0,fedavg,none,sgd,"sgd, none",5.52818124294281,5.52818124294281,5.5705406284332275,5.56543345451355,0.17414695844054223,0.30921994149684906,5.395347690582275,0.13283355236053485,6.496458049615224,4 clients
c4_multi_language_fedadam_fedprox_adam,4,multi_language,multi_language,0.5,fedadam,fedprox,adam,"adam(w), fedprox",4.930856728553772,4.930856728553772,4.969059779644013,4.706359666585922,0.16684137284755707,0.29100245237350464,4.188484382629395,0.7423723459243776,6.938729826609293,4 clients
c4_multi_language_fedadam_fedprox_adamw,4,multi_language,multi_language,0.5,fedadam,fedprox,adamw,"adam(w), fedprox",4.915091395378113,4.915091395378113,4.9539605903625485,4.6904723167419435,0.16705673933029175,0.29081572592258453,4.182346773147583,0.7327446222305296,7.02739957968394,4 clients
c4_multi_language_fedadam_fedprox_sgd,4,multi_language,multi_language,0.5,fedadam,fedprox,sgd,"sgd, fedprox",5.529206871986389,5.529206871986389,5.536375956535339,5.326653081178666,0.04226388782262802,0.10225902497768402,5.391247701644898,0.13795917034149152,6.980917147795359,4 clients
c4_multi_language_fedadam_none_adam,4,multi_language,multi_language,0.5,fedadam,none,adam,"adam(w), none",5.385481286048889,5.385481286048889,5.359249420166016,5.109918195009231,0.09255068376660347,0.14795023202896118,4.189884328842163,1.1955969572067255,6.775488225618998,4 clients
c4_multi_language_fedadam_none_adamw,4,multi_language,multi_language,0.5,fedadam,none,adamw,"adam(w), none",5.416648244857788,5.416648244857788,5.394122815132142,5.146645575761795,0.08928140699863434,0.14461982250213623,4.183797121047974,1.232851123809814,6.679359141985575,4 clients
c4_multi_language_fedadam_none_sgd,4,multi_language,multi_language,0.5,fedadam,none,sgd,"sgd, none",5.509057927131653,5.509057927131653,5.512840967178344,5.302733683586121,0.042048805952072145,0.10231482982635498,5.393306827545166,0.115751099586487,6.727320075035095,4 clients
c4_multi_language_fedavg_fedprox_adam,4,multi_language,multi_language,0.5,fedavg,fedprox,adam,"adam(w), fedprox",5.163636183738708,5.163636183738708,5.280312788486481,4.991872787475586,0.18829789608716965,0.3236474245786667,4.191733407974243,0.9719027757644652,6.818578485647837,4 clients
c4_multi_language_fedavg_fedprox_adamw,4,multi_language,multi_language,0.5,fedavg,fedprox,adamw,"adam(w), fedprox",5.169600200653076,5.169600200653076,5.289118010997773,4.997598975896835,0.18544455617666245,0.3203120827674866,4.1828607559204105,0.9867394447326658,6.821978378295898,4 clients
c4_multi_language_fedavg_fedprox_sgd,4,multi_language,multi_language,0.5,fedavg,fedprox,sgd,"sgd, fedprox",5.567696619033813,5.567696619033813,5.618605229854584,5.409496760368347,0.15481527522206306,0.29602865874767303,5.392251825332641,0.17544479370117205,6.747312676906586,4 clients
c4_multi_language_fedavg_none_adam,4,multi_language,multi_language,0.5,fedavg,none,adam,"adam(w), none",4.446937918663025,4.446937918663025,4.495229103565216,4.261152338981628,0.238950527459383,0.37469278275966644,4.189162874221802,0.2577750444412228,6.588815478483836,4 clients
c4_multi_language_fedavg_none_adamw,4,multi_language,multi_language,0.5,fedavg,none,adamw,"adam(w), none",4.446610617637634,4.446610617637634,4.496584219932556,4.263703441619873,0.22162273973226548,0.34653861820697784,4.181414222717285,0.2651963949203493,6.955858131249745,4 clients
c4_multi_language_fedavg_none_sgd,4,multi_language,multi_language,0.5,fedavg,none,sgd,"sgd, none",5.52370433807373,5.52370433807373,5.571006708145141,5.36045413017273,0.1553996369242668,0.2986691892147064,5.392784833908081,0.13091950416564924,6.486646831035614,4 clients
c4_single_language_fedadam_fedprox_adam,4,single_language,single_language,0.5,fedadam,fedprox,adam,"adam(w), fedprox",5.288873457908631,5.288873457908631,4.810054454803467,4.706163382530212,0.4417292233556509,0.49046844244003296,4.19109206199646,1.097781395912171,6.933897487322489,4 clients
c4_single_language_fedadam_fedprox_adamw,4,single_language,single_language,0.5,fedadam,fedprox,adamw,"adam(w), fedprox",5.27119026184082,5.27119026184082,4.813893308639527,4.706439048051834,0.4424939200282097,0.48751090466976166,4.183653116226196,1.0875371456146237,6.971146003405253,4 clients
c4_single_language_fedadam_fedprox_sgd,4,single_language,single_language,0.5,fedadam,fedprox,sgd,"sgd, fedprox",5.870229315757752,5.870229315757752,5.44236882686615,5.3744678616523744,0.44619815051555634,0.5719542130827904,5.393103885650635,0.47712543010711705,6.8278245290120445,4 clients
c4_single_language_fedadam_none_adam,4,single_language,single_language,0.5,fedadam,none,adam,"adam(w), none",5.6595374584198,5.6595374584198,4.885890498161316,4.765033274888992,0.40463768765330316,0.46926070749759674,4.189349222183227,1.4701882362365728,6.702164447307586,4 clients
c4_single_language_fedadam_none_adamw,4,single_language,single_language,0.5,fedadam,none,adamw,"adam(w), none",5.675756335258484,5.675756335258484,4.888029139041901,4.76556521654129,0.38979181125760076,0.44740015268325806,4.182055282592773,1.4937010526657106,6.688842729727427,4 clients
c4_single_language_fedadam_none_sgd,4,single_language,single_language,0.5,fedadam,none,sgd,"sgd, none",5.809211492538452,5.809211492538452,5.420624051094054,5.359709191322327,0.4544539000838995,0.5796115323901176,5.391125583648682,0.41808590888977015,6.697348594665527,4 clients
c4_single_language_fedavg_fedprox_adam,4,single_language,single_language,0.5,fedavg,fedprox,adam,"adam(w), fedprox",5.837111902236939,5.837111902236939,5.364236664772034,5.16687348484993,0.47846443615853784,0.5323699116706848,4.190189933776855,1.6469219684600835,7.008700815836589,4 clients
c4_single_language_fedavg_fedprox_adamw,4,single_language,single_language,0.5,fedavg,fedprox,adamw,"adam(w), fedprox",5.839659380912781,5.839659380912781,5.369410557746887,5.165236800909042,0.47854252308607104,0.5322989597916603,4.183363389968872,1.6562959909439083,6.82316327492396,4 clients
c4_single_language_fedavg_fedprox_sgd,4,single_language,single_language,0.5,fedavg,fedprox,sgd,"sgd, fedprox",6.089951753616333,6.089951753616333,5.620854771137238,5.5226305544376375,0.47333810701966283,0.5275061205029488,5.393798923492431,0.6961528301239017,6.849687405427297,4 clients
c4_single_language_fedavg_none_adam,4,single_language,single_language,0.5,fedavg,none,adam,"adam(w), none",5.388588452339173,5.388588452339173,4.569653632640839,4.45054195523262,0.43659711703658105,0.5018591731786728,4.189065933227539,1.1995225191116337,6.618607199192047,4 clients
c4_single_language_fedavg_none_adamw,4,single_language,single_language,0.5,fedavg,none,adamw,"adam(w), none",5.385009217262268,5.385009217262268,4.5662826275825505,4.445296663045883,0.41808966249227525,0.4751359671354294,4.18140754699707,1.203601670265198,6.74513555765152,4 clients
c4_single_language_fedavg_none_sgd,4,single_language,single_language,0.5,fedavg,none,sgd,"sgd, none",6.0560027122497555,6.0560027122497555,5.576815755367279,5.483701562881469,0.47677812576293943,0.5302240177989006,5.393339395523071,0.6626633167266842,6.551968161265055,4 clients
